ph,Conductivity,Trihalomethanes,Turbidity,Potability,ratio_Chloramines_ph,ratio_ph_Conductivity,diff_ph_Conductivity,diff_ph_Trihalomethanes,ratio_ph_Turbidity,diff_Sulfate_Hardness,diff_Conductivity_Hardness,ratio_Trihalomethanes_Solids,diff_Chloramines_Conductivity,diff_Trihalomethanes_Chloramines,diff_Organic_carbon_Conductivity,diff_Conductivity_Trihalomethanes,diff_Turbidity_Conductivity,diff_Turbidity_Trihalomethanes
7.038092305552901,564.3086541722439,86.9909704615088,2.9631353806316407,0,1.037242985208513,0.012472061616486682,557.270561866691,79.95287815595589,2.3752179369045963,163.62598587846705,359.4181987009075,0.004184004417519799,557.0084422990592,79.69075858832403,553.9288710941591,477.3176837107351,561.3455187916122,84.02783508087715
3.7160800753869903,592.8853591348523,56.32907628451764,4.5006562749424095,0,1.7855497592233691,0.006267788566763655,589.1692790594652,52.61299620913065,0.8256751567713403,203.96650558674907,463.462438619908,0.003023558848499164,586.2501132509902,49.69383040065564,577.705346018495,536.5562828503346,588.3847028599098,51.82842000957523
8.099124189298397,418.6062130644815,66.42009251176368,3.0559337496641685,0,1.145294649877153,0.019347835594716364,410.5070888751831,58.32096832246529,2.650294428074054,109.15316670813559,194.3699536709238,0.0033360934874775757,409.3303294617874,57.1442089090696,401.7375761349305,352.1861205527178,415.5502793148173,63.364158762099514
8.316765884214679,363.2665161642437,100.34167436508007,4.628770536837084,0,0.9690464406044241,0.022894391621974923,354.949750280029,92.02490848086539,1.7967548440838597,142.51274155743417,148.8931220786212,0.004557170134274051,355.20718378680516,92.28234198764153,344.8299916687504,262.92484179916363,358.6377456274066,95.71290382824299
9.092223456290963,398.4108133818448,31.997992727424737,4.075075425430033,0,0.720021896258864,0.022821226610575944,389.3185899255538,22.905769271133774,2.2311791824887464,129.0342282880792,217.30930414571952,0.001779743981347045,391.86421340763684,25.451392753216794,386.8525339383984,366.41282065442005,394.33573795641473,27.922917301994705
5.584086638456088,280.4679159334877,54.917861841994466,2.5597082275565217,0,1.3511374871622135,0.01990989457696238,274.8838292950316,49.33377520353838,2.18153248028062,138.3650391420572,92.15459216387129,0.0019102736911154972,272.92304714470805,47.37299305321481,272.06818129333493,225.55005409149322,277.90820770593115,52.358153614437946
10.223862164528773,283.6516335078445,84.60355617402357,2.672988736934779,0,0.7348894522364291,0.03604372743457523,273.4277713433157,74.3796940094948,3.824880375759786,145.59166024495659,35.57989823770458,0.0029427614023926235,276.13822504201323,77.09014770819226,269.8619381903246,199.04807733382094,280.97864477090974,81.93056743708878
8.635848718500734,474.6076449424485,62.798308962925155,4.401424715445482,0,0.5283798772232181,0.0181957640390473,465.97179622394776,54.16246024442442,1.9620575783554377,99.94824857471065,271.24612235787794,0.004593174917735065,470.0446362568488,58.23530027732545,462.2438282437432,411.8093359795233,470.206220227003,58.396884247479676
7.038092305552901,389.37556587126136,53.92884576751224,3.5950171809576155,0,1.108847854540892,0.018075331177508695,382.3374735657085,46.89075346195934,1.9577353740707697,149.6583616559691,270.38698678100945,0.003775053670737053,381.57139231818826,46.12467221443915,376.66951690260345,335.4467201037491,385.78054869030376,50.33382858655463
11.180284470721594,563.8854814810949,71.97660103221915,4.370561936655497,0,0.8118934755806384,0.01982722527516685,552.7051970103732,60.796316561497555,2.558088555376275,176.8101654461154,336.6540122431203,0.0028243276128975523,554.8082814641805,62.89940101530476,545.9576750698099,491.9088804488757,559.5149195444394,67.60603909556366
7.360640105838258,425.38341949538733,78.7400156643048,3.6622917828524573,0,1.0258212326826175,0.017303542565363372,418.02277938954904,71.37937555846655,2.0098453488338004,161.10355619607301,259.8626222358587,0.0024263073129208025,417.83271858868324,71.1893147576007,409.7966090573542,346.64340383108254,421.7211277125349,75.07772388145234
7.974521648923869,364.0982304620487,76.48591117965157,4.011718108339787,0,1.0170371162285754,0.021902115917465527,356.12370881312484,68.5113895307277,1.9878070775576133,114.69612561302688,145.4049299733823,0.0040754108238653525,355.98784596092486,68.37552667852769,349.5724847644555,287.61231928239715,360.08651235370894,72.47419307131177
7.119824384264553,347.71502726194376,79.5007783369744,3.445756223321899,0,0.506478235400775,0.02047603303293816,340.5952028776792,72.38095395270986,2.0662588769557964,125.63905713356849,191.0100339215516,0.004244384670539213,344.10899117143805,75.89474224646868,331.78549135311806,268.21424892496935,344.26927103862187,76.05502211365251
7.038092305552901,379.7618348257725,76.5099955279583,4.413974182974902,0,0.9716018451892567,0.018532911051427386,372.7237425202196,69.47190322240539,1.5945023721931721,149.2408579517223,229.58691143063632,0.0027993480761967057,372.923611355085,69.67177205727079,360.3910276445404,303.2518392978142,375.34786064279757,72.0960213449834
7.4962322079733585,444.6453523327066,70.30021264692436,4.7773823372253785,0,0.6766809822733627,0.016858901523757054,437.1491201247332,62.80398043895101,1.5691087040622,128.0444439435081,239.3003701745214,0.0024764055426723212,439.57279455886595,65.22765487308374,431.41704123348205,374.3451396857822,439.8679699954812,65.52283030969899
6.347271760539316,516.743281893657,75.07161728663776,4.376348290691898,0,1.517123677663736,0.012283220668644417,510.39601013311767,68.72434552609845,1.4503580014505235,177.75480658618426,330.01040123308087,0.0018281063706827654,507.11368561717643,65.44202101015718,505.2035007021176,441.67166460701924,512.3669336029651,70.69526899594587
7.0517858000168445,315.1412672443021,56.65160378979331,4.268428857506186,0,1.4315233471268105,0.02237658641687887,308.0894814442853,49.59981798977647,1.6520799655864065,122.34002004114751,104.09186118375635,0.001828615402899204,305.0464712326407,46.55680777813188,294.74424540357967,258.4896634545088,310.87283838679593,52.383174932287126
9.181560007151537,477.9746418621778,71.4573622129516,4.503660796179123,0,0.7520497302301334,0.01920930359690296,468.7930818550263,62.275802205800055,2.038688174504864,124.536710162477,204.16083520237692,0.0029722720527367453,471.0696521357077,64.5523724864815,464.58730108195226,406.5172796492262,473.47098106599867,66.95370141677247
8.975464347533963,431.443989990349,63.82123709666397,2.4360855903052734,0,0.6912534681948941,0.020803312957806495,422.46852564281505,54.845772749130006,3.6843797209970854,54.03225933160087,152.08682322025658,0.0032795442655531738,425.23966913145654,57.6169162377715,418.555230936045,367.622752893685,429.00790440004374,61.385151506358696
7.3710503024295315,469.91455147923585,62.79727715266126,2.5602991476149146,0,0.6013619645101452,0.015685937537423197,462.54350117680633,55.42622685023173,2.878980102499407,121.25782813890874,255.41794102207933,0.0024501167781755214,465.4818821888637,58.364607862289134,457.40538753873716,407.1172743265746,467.35425233162096,60.236978005046346
7.038092305552901,554.8200864605433,45.38281517787093,4.13342264357917,0,1.4682839382577355,0.012685359591885331,547.7819941549903,38.34472287231803,1.702727476099214,105.95437775053728,327.38503810938727,0.002034595862820899,544.4861685723246,35.04889728965225,538.4883931778488,509.4372712826723,550.6866638169641,41.24939253429176
6.660212026118102,523.6712975009443,77.04231805170029,3.7497012410996176,0,0.8796670597831343,0.012718306422180971,517.0110854748262,70.38210602558219,1.776198048291699,142.6471114613602,355.387550644426,0.0024897043955850948,517.8125283703968,71.1835489211527,505.7870623079795,446.628979449244,519.9215962598447,73.29261681060068
7.038092305552901,436.25619397264916,59.85547582615388,5.459250956028731,0,0.7966733327244482,0.016132933819145157,429.2181016670963,52.81738352060098,1.2892047576198402,110.96611905579923,220.2783352845814,0.003498842070228268,430.64913351956204,54.248415373066756,422.06713176652545,376.40071814649525,430.79694301662045,54.396224870125145
3.902475685915096,444.47888250689795,90.1816758847452,4.528522696326911,0,1.7927880016139535,0.00877988997791033,440.57640682098287,86.27920019883011,0.8617546929996392,136.48617939337248,247.57563579857714,0.004260383865033673,437.4825709205992,83.18536429844643,427.86984935110803,354.29720662215277,439.95035981057106,85.65315318841829
5.400301780729467,472.8740732754293,56.931906445756205,4.824786389767524,0,1.8622760157442588,0.011420168890469108,467.4737714946998,51.53160466502674,1.1192830820826605,187.6191784475439,332.13501102428967,0.003297228645777389,462.8172207913958,46.875053961722706,461.6176921085198,415.94216682967306,468.0492868856618,52.10712005598868
6.514415093251675,413.2904500885347,79.84784281372556,5.200885076539756,0,1.3310384425603152,0.015762317014235784,406.77603499528306,73.33342772047389,1.252558938984638,124.8289977506756,214.52309882907863,0.0037630878427606144,404.6195131686216,71.17690589381245,398.39045052183775,333.4426072748092,408.089565011995,74.6469577371858
3.4450618643852127,441.7858756739387,30.2845971980027,4.1843969690288505,0,2.549198773921205,0.007798035324533215,438.3408138095535,26.839535333617487,0.8233114328980051,176.08074561372743,233.85961548594494,0.0009060525590858476,433.0037281931652,21.502449717229215,427.9799734626679,411.501278475936,437.6014787049098,26.10020022897385
7.038092305552901,298.99066649993244,49.53684880202186,4.004871127571583,0,1.1233789466455457,0.023539505055267307,291.95257419437957,42.49875649646896,1.7573829672318468,158.23381219524262,153.22248589775987,0.003745715680916076,291.0842217793263,41.63040408141572,286.2611417793902,249.45381769791058,294.9857953723609,45.531977674450275
7.038092305552901,364.4801067037377,53.008381353920406,3.9915642477993054,0,1.0940554820024093,0.019309949092156383,357.4420143981848,45.970289048367505,1.7632416437824487,128.9684722737282,98.0590886356203,0.0020107139439425686,356.7800432340086,45.308317884191275,354.1311559462999,311.4717253498173,360.4885424559384,49.0168171061211
7.038092305552901,563.8047433250862,52.67618503420982,6.0381849531835865,0,1.2854097835743754,0.012483208750684068,556.7666510195332,45.63809272865692,1.1655973376307596,158.85873117747866,415.65168187999956,0.0034670408413794923,554.757910617829,43.62935232695259,547.2360877570887,511.12855829087636,557.7665583719026,46.638000081026235
7.181448580829175,342.11128628519265,71.5379532557936,5.088859989138795,0,0.8347450488544503,0.020991557042179945,334.9298377043635,64.35650467496443,1.4112097004351882,128.71083054119674,132.4856857489022,0.004707611908658582,336.11660763874266,65.54327460934363,334.18868795217,270.57333302939907,337.0224262960539,66.4490932666548
9.82548990813439,452.8362348772383,47.08197118577765,2.8574724260511832,0,0.6877561113588305,0.021697667172765077,443.01074496910394,37.25648127764326,3.438524837040158,142.63280781468893,262.07961659023397,0.0023926328120858994,446.0786941458244,40.32443045436371,435.9371970772219,405.75426369146066,449.97876245118715,44.224498759726465
10.433290982804381,412.9868337903324,65.73347838938281,5.057310516515726,0,0.782256032557676,0.02526301114020796,402.553542807528,55.30018740657843,2.063011742848742,189.91627906142713,295.19560423993545,0.0029441392135896357,404.8253289796041,57.57197357865448,400.09612522582063,347.2533554009496,407.9295232738167,60.67616787286708
7.414148196336244,411.98336416701204,44.48929725226032,3.1606244682326383,0,0.9233632566486707,0.017996231987004837,404.56921597067577,37.07514905592408,2.3457858631595343,152.13078198998568,176.93882967964095,0.0013665529785035475,405.1374121431671,37.64334522841542,401.73854909865224,367.4940669147517,408.8227396987794,41.32867278402768
7.038092305552901,383.9817230247576,86.0807274844409,5.029166724080736,0,0.7778975600268182,0.018329237782755387,376.94363071920475,79.04263517888799,1.3994549577871411,101.1089740781612,151.70127100122554,0.005821297542120037,378.5068081930245,80.60581265270777,371.81478587970594,297.9009955403167,378.9525563006769,81.05156076036016
5.115817063771218,441.7483793248688,49.23823132273568,3.9020887676437535,0,1.1847008834443273,0.011580839462478175,436.6325622610976,44.12241425896446,1.31104579326635,131.88364093877075,249.79563635000991,0.0025095240982386355,435.68766632987945,43.177518327746355,430.7818931719153,392.5101480021331,437.846290557225,45.336142555091925
3.641629777473381,456.8600959410411,73.5946567566564,3.464353035155024,0,1.5208339320324684,0.00797099551881927,453.2184661635677,69.95302697918302,1.051171673475369,102.15083378744438,272.95137367921416,0.002973272515920215,451.3217818075597,68.05634262317504,447.82602918832777,383.2654391843847,453.3957429058861,70.13030372150138
5.6180644059091485,399.4715662810942,81.58899245649904,2.8965469413044738,0,1.0859760701007142,0.014063740401377934,393.8535018751851,75.97092805058989,1.9395730570756868,29.153513989376563,95.2356541687775,0.004721045578495522,393.3704827759923,75.48790895139712,387.2065647035806,317.88257382459517,396.5750193397898,78.69244551519456
7.038092305552901,427.1306714819021,53.12409421895882,2.9075639151933395,0,0.836981717113662,0.016477609255113188,420.0925791763492,46.086001913405916,2.4206148208043436,189.9356947897699,283.6769401699787,0.0026638936112116014,421.23991689879597,47.2333396358527,404.66077949354514,374.00657726294327,424.22310756670873,50.21653030376548
9.267187530763547,396.8769490579176,30.38331457464201,4.324004645618281,0,0.6593815438727528,0.02335027910479919,387.6097615271541,21.116127043878464,2.1431955537222716,129.4631384823733,198.26255433882162,0.001230904830600853,390.76633663652444,24.27270215324882,380.40497970476247,366.4936344832756,392.5529444122993,26.05930992902373
