ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,Potability,contents,diff_ph_chloramines,ph_fixed,chloramines_fixed,turbidity_fixed
7.038092305552901,204.89045547133634,20791.318980747023,7.300211873184757,368.5164413498034,564.3086541722439,10.3797830780847,86.9909704615088,2.9631353806316407,0,21264.506387509606,0.2621195676318564,0.038092305552900996,0.3002118731847574,1.0368646193683593
3.7160800753869903,129.42292051494422,18630.05785797035,6.635245883862,333.38942610169323,592.8853591348523,15.18001311635726,56.32907628451764,4.500656274942409,0,19041.591619356783,2.9191658084750096,3.2839199246130097,0.36475411613800013,0.5006562749424086
8.099124189298397,224.23625939355773,19909.541732292397,9.275883602694089,333.38942610169323,418.6062130644815,16.868636929550973,66.42009251176368,3.0559337496641685,0,20335.495771438098,1.1767594133956916,1.0991241892983972,2.2758836026940887,0.9440662503358315
8.316765884214679,214.3733940856225,22018.417440775294,8.05933237743854,356.88613564305666,363.2665161642437,18.436524495493305,100.34167436508007,4.6287705368370835,0,22502.141107656364,0.2574335067761382,1.3167658842146786,1.0593323774385404,0.6287705368370835
9.092223456290963,181.10150923612525,17978.98633892625,6.5465999742079415,310.13573752420444,398.4108133818448,11.558279443446395,31.997992727424737,4.075075425430033,0,18339.224948595533,2.5456234820830215,2.092223456290963,0.4534000257920585,0.07507542543003343
5.584086638456088,188.3133237696164,28748.68773904612,7.544868788779651,326.6783629116736,280.4679159334877,8.399734640152758,54.917861841994466,2.5597082275565217,0,29146.228567228718,1.9607821503235625,1.415913361543912,0.5448687887796506,1.4402917724434783
10.223862164528773,248.07173527013992,28749.716543528237,7.5134084658313025,393.6633955150965,283.6516335078445,13.789695317519884,84.60355617402357,2.672988736934779,0,29249.28659900071,2.7104536986974708,3.2238621645287733,0.5134084658313025,1.3270112630652209
8.635848718500734,203.36152258457054,13672.091763901635,4.563008685599703,303.3097711592812,474.6076449424485,12.363816698705248,62.798308962925155,4.401424715445482,0,14055.126669408148,4.072840032901031,1.6358487185007338,2.436991314400297,0.40142471544548197
7.038092305552901,118.98857909025189,14285.583854224516,7.804173553073094,268.646940746221,389.37556587126136,12.70604896865791,53.92884576751224,3.5950171809576155,0,14628.66986325998,0.7660812475201926,0.038092305552900996,0.8041735530730936,0.40498281904238453
11.180284470721594,227.23146923797455,25484.50849098786,9.077200016914393,404.04163468408996,563.8854814810949,17.92780641128502,71.97660103221915,4.370561936655497,0,25987.531733132368,2.1030844538072007,4.180284470721594,2.077200016914393,0.37056193665549664
7.360640105838258,165.52079725952862,32452.61440914388,7.5507009067041135,326.62435345560164,425.3834194953873,15.586810438033126,78.7400156643048,3.662291782852457,0,32881.11628960853,0.1900608008658553,0.36064010583825823,0.5507009067041135,0.3377082171475432
7.9745216489238695,218.6933004886664,18767.65668181348,8.110384501123875,333.38942610169323,364.0982304620487,14.525745697593207,76.48591117965157,4.011718108339787,0,19200.168149293542,0.13586285220000516,0.9745216489238695,1.1103845011238747,0.011718108339787037
7.119824384264553,156.70499334039215,18730.813653342713,3.60603609050572,282.34405047396064,347.71502726194376,15.9295359088257,79.5007783369744,3.445756223321899,0,19112.194054152977,3.513788293758833,0.119824384264553,3.39396390949428,0.554243776678101
7.038092305552901,150.17492339513618,27331.36196192776,6.838223470687509,299.41578134685847,379.7618348257725,19.370807181232127,76.5099955279583,4.413974182974902,0,27733.496769454498,0.1998688348653923,0.038092305552900996,0.1617765293124913,0.4139741829749024
7.496232207973359,205.34498215818516,28388.004886736966,5.0725577738406304,333.38942610169323,444.6453523327066,13.228311099224527,70.30021264692436,4.7773823372253785,0,28809.99539435865,2.423674434132729,0.49623220797335943,1.9274422261593696,0.7773823372253785
6.347271760539316,186.73288066057614,41065.23476453935,9.629596276480584,364.4876872467604,516.743281893657,11.53978119153942,75.07161728663776,4.376348290691898,0,41525.963446540765,3.2823245159412675,0.6527282394606839,2.6295962764805836,0.37634829069189824
7.0517858000168445,211.04940606054578,30980.600786788862,10.094796011661426,333.38942610169323,315.1412672443021,20.39702184072246,56.65160378979331,4.268428857506186,0,31401.133634532733,3.0430102116445816,0.05178580001684452,3.094796011661426,0.26842885750618617
